customer_id,customer_name,monthly_income,loan_amount,collateral_value,duration,interest_rate,existing_debts,credit_score,employment_type,monthly_emi,after_emi,debt_to_income_ratio,loan_to_income_ratio,collateral_to_loan_ratio,approval_probability,risk_score,approved
CUST-02555,Dasun Samaraweera,332000,8300000,7950000,84,14,80500,588,Senior Mgmt,155542,95958,0.711,25.0,0.96,77,23,1
CUST-02373,Ishara Jayasinghe,223000,4000000,0,72,14,38500,569,Government,82423,102077,0.5423,17.94,0.0,83,17,1
CUST-04412,Lakshan Cassim,44000,1300000,1030000,60,15,4500,787,Government,30927,8573,0.8052,29.55,0.79,31,69,0
CUST-00236,Kumar Kumar,68000,2050000,1360000,60,16,7000,670,Self-Employed,49852,11148,0.8361,30.15,0.66,14,86,0
CUST-02390,Sachini Gamage,230000,6900000,8670000,60,16,39000,743,Government,167795,23205,0.8991,30.0,1.26,59,41,0
CUST-03575,Nirosha Ekanayake,126000,3800000,4350000,72,17,0,671,Private Sector,84535,41465,0.6709,30.16,1.14,79,21,1
CUST-02938,Lahiru Perera,215000,3850000,4110000,48,18,62500,727,Government,113094,39406,0.8167,17.91,1.07,72,28,1
CUST-00941,Ravi Gunaratne,192000,2900000,3460000,48,13,61500,678,Self-Employed,77800,52700,0.7255,15.1,1.19,70,30,1
CUST-04638,Ishara De Silva,177000,2100000,1730000,36,14,64500,671,Private Sector,71773,40727,0.7699,11.86,0.82,72,28,1
CUST-03536,Isuru Fernando,143000,3150000,0,72,16,48000,720,Private Sector,68329,26671,0.8135,22.03,0.0,47,53,1
CUST-02586,Sunil Mendis,85000,3000000,2660000,72,13,14500,613,Private Sector,60222,10278,0.8791,35.29,0.89,23,77,0
CUST-04355,Sachini Bandara,68000,1500000,1540000,36,17,20500,738,Private Sector,53479,-5979,1.0879,22.06,1.03,0,100,0
CUST-00688,Tharindu Dissanayake,96000,2400000,2500000,60,17,23500,610,Self-Employed,59646,12854,0.8661,25.0,1.04,16,84,0
CUST-01953,Suresh Gunasekara,375000,1900000,0,36,14,81000,576,Private Sector,64937,229063,0.3892,5.07,0.0,82,18,1
CUST-02735,Nuwan Hettiarachchi,429000,7700000,6940000,72,13,144000,708,Private Sector,154571,130429,0.696,17.95,0.9,95,5,1
CUST-03744,Isuru Jayasinghe,242000,6050000,6780000,48,17,51000,828,Senior Mgmt,174573,16427,0.9321,25.0,1.12,55,45,1
CUST-01457,Nuwan Kumar,150000,3000000,2710000,60,17,33000,570,Senior Mgmt,74558,42442,0.7171,20.0,0.9,67,33,1
CUST-04738,Roshan Kumar,722000,13000000,18260000,84,12,44000,681,Self-Employed,229486,448514,0.3788,18.01,1.4,94,6,1
CUST-03769,Dinesh Herath,691000,10350000,12990000,72,17,304000,541,Private Sector,230247,156753,0.7732,14.98,1.26,78,22,1
CUST-00250,Thisara Jayawardena,574000,11500000,17280000,84,17,58000,760,Senior Mgmt,235012,280988,0.5105,20.03,1.5,95,5,1
CUST-01967,Ravi Cassim,135000,700000,0,48,16,21000,650,Government,19838,94162,0.3025,5.19,0.0,92,8,1
CUST-02999,Dinesh Perera,200000,2000000,1610000,48,12,101000,664,Business Owner,52668,46332,0.7683,10.0,0.81,68,32,1
CUST-04762,Manjula Kumar,786000,6300000,7960000,48,12,374500,502,Business Owner,165903,245597,0.6875,8.02,1.26,78,22,1
CUST-00116,Sunil Rathnayake,753000,6000000,8780000,48,12,357000,706,Business Owner,158003,237997,0.6839,7.97,1.46,95,5,1
CUST-01951,Tharindu Riaz,191000,4800000,4940000,60,12,73500,724,Private Sector,106773,10727,0.9438,25.13,1.03,34,66,0
CUST-01884,Lahiru Peiris,175000,4400000,4200000,60,15,56000,683,Private Sector,104676,14324,0.9181,25.14,0.95,27,73,0
CUST-00720,Dasun Perera,99000,500000,240000,48,12,39500,685,Private Sector,13167,46333,0.532,5.05,0.48,76,24,1
CUST-00359,Kavindi Jayawardena,640000,15000000,23050000,60,16,10500,785,Senior Mgmt,364771,264729,0.5864,23.44,1.54,95,5,1
CUST-01479,Thilini Liyanage,186000,4100000,0,48,12,32500,619,Self-Employed,107969,45531,0.7552,22.04,0.0,50,50,1
CUST-02600,Gayani Seneviratne,127000,2800000,2840000,36,15,9500,842,Government,97063,20437,0.8391,22.05,1.01,64,36,1
CUST-03296,Nuwan Riaz,145000,1750000,1560000,48,13,16500,664,Private Sector,46948,81552,0.4376,12.07,0.89,91,9,1
CUST-00589,Kavindu Perera,511000,9200000,13940000,84,12,96000,665,Government,162405,252595,0.5057,18.0,1.52,95,5,1
CUST-04510,Kasun Seneviratne,43000,650000,0,24,18,5500,813,Private Sector,32451,5049,0.8826,15.12,0.0,12,88,0
CUST-04578,Thisara Abeysekara,56000,1100000,0,60,17,8500,770,Government,27338,20162,0.64,19.64,0.0,57,43,1
CUST-02595,Chamara Ekanayake,360000,5400000,8290000,48,15,118500,699,Private Sector,150286,91214,0.7466,15.0,1.54,89,11,1
CUST-04539,Chaminda Samaraweera,510000,6100000,9120000,60,15,239000,687,Self-Employed,145119,125881,0.7532,11.96,1.5,82,18,1
CUST-01341,Manjula Wickramasinghe,127000,2800000,2700000,36,14,67000,438,Self-Employed,95697,-35697,1.2811,22.05,0.96,0,100,0
CUST-01513,Tharindu Abeysekara,67000,1350000,0,60,16,27500,630,Private Sector,32829,6671,0.9004,20.15,0.0,0,100,0
CUST-04054,Dilshan Wickramasinghe,41000,800000,0,36,16,6500,662,Private Sector,28126,6374,0.8445,19.51,0.0,1,99,0
CUST-04236,Sampath Gunaratne,186000,1850000,1320000,60,17,3500,787,Government,45977,136523,0.266,9.95,0.71,95,5,1
CUST-02107,Ishara Fernando,90000,2700000,3170000,60,13,18000,716,Government,61433,10567,0.8826,30.0,1.17,40,60,1
CUST-02488,Amal Seneviratne,199000,1000000,810000,60,16,59500,767,Private Sector,24318,115182,0.4212,5.03,0.81,95,5,1
CUST-04940,Mohamed Karunaratne,223000,2700000,2180000,60,12,93000,706,Private Sector,60060,69940,0.6864,12.11,0.81,85,15,1
CUST-04410,Buddhika Kumar,176000,2650000,3650000,48,16,45500,731,Private Sector,75102,55398,0.6852,15.06,1.38,90,10,1
CUST-00014,Zainab Silva,51000,900000,510000,36,16,10500,685,Private Sector,31641,8859,0.8263,17.65,0.57,14,86,0
CUST-03735,Priyantha Rajapaksa,95000,500000,0,48,18,11000,699,Private Sector,14687,69313,0.2704,5.26,0.0,81,19,1
CUST-01357,Nipuni Cassim,148000,1500000,1780000,48,15,50000,711,Private Sector,41746,56254,0.6199,10.14,1.19,88,12,1
CUST-01746,Isuru Kumar,61000,300000,0,36,15,17000,603,Private Sector,10400,33600,0.4492,4.92,0.0,59,41,1
CUST-04191,Mahesh Bandara,145000,2900000,2230000,36,16,6500,839,Government,101955,36545,0.748,20.0,0.77,79,21,1
CUST-02384,Nuwan Rajapaksa,584000,14600000,22960000,84,13,54500,798,Government,265603,263897,0.5481,25.0,1.57,95,5,1
CUST-01744,Kavindu Rathnayake,197000,6900000,9910000,48,18,54500,789,Government,202687,-60187,1.3055,35.03,1.44,0,100,0
CUST-03827,Fathima Rathnayake,65000,300000,200000,36,12,34000,688,Self-Employed,9964,21036,0.6764,4.62,0.67,38,62,0
CUST-03702,Nirosha Karunaratne,227000,1150000,0,36,14,79500,618,Private Sector,39304,108196,0.5234,5.07,0.0,82,18,1
CUST-03113,Sanduni Karunaratne,69000,700000,0,36,12,1500,583,Private Sector,23250,44250,0.3587,10.14,0.0,67,33,1
CUST-02536,Kavindi Seneviratne,204000,2050000,0,48,13,90500,536,Business Owner,54996,58504,0.7132,10.05,0.0,51,49,0
CUST-03463,Sachini Munasinghe,240000,2400000,0,60,15,30500,895,Government,57096,152404,0.365,10.0,0.0,95,5,1
CUST-00409,Dilshan Munasinghe,128000,2550000,3160000,36,14,29000,519,Private Sector,87153,11847,0.9074,19.92,1.24,18,82,0
CUST-02268,Fathima Dissanayake,94000,1900000,0,48,18,31500,552,Private Sector,55812,6688,0.9289,20.21,0.0,0,100,0
CUST-00488,Buddhika Perera,59000,450000,210000,48,17,14500,640,Government,12985,31515,0.4658,7.63,0.47,70,30,1
CUST-01028,Fathima Mendis,343000,2750000,0,48,13,65000,615,Business Owner,73776,204224,0.4046,8.02,0.0,80,20,1
CUST-04290,Pradeep Abeysekara,231000,4150000,0,48,17,21000,823,Government,119748,90252,0.6093,17.97,0.0,95,5,1
CUST-02826,Ravi Rajapaksa,162000,2900000,0,60,14,68500,724,Private Sector,67478,26022,0.8394,17.9,0.0,47,53,0
CUST-01522,Fathima Jayasinghe,31000,250000,0,12,17,5000,555,Private Sector,22801,3199,0.8968,8.06,0.0,0,100,0
CUST-03487,Chathura De Silva,60000,1200000,1070000,60,12,2000,696,Private Sector,26693,31307,0.4782,20.0,0.89,71,29,1
CUST-00930,Priyantha Riaz,385000,9600000,14100000,72,12,10500,796,Business Owner,187682,186818,0.5148,24.94,1.47,95,5,1
CUST-04757,Manjula Mendis,40000,300000,0,36,15,3000,634,Private Sector,10400,26600,0.335,7.5,0.0,54,46,1
CUST-00798,Kumar Hettiarachchi,132000,1300000,0,60,14,6000,786,Private Sector,30249,95751,0.2746,9.85,0.0,94,6,1
CUST-03712,Sunil Silva,78000,1950000,0,60,15,27000,739,Private Sector,46390,4610,0.9409,25.0,0.0,0,100,0
CUST-03041,Priyantha Dissanayake,147000,2950000,1970000,60,16,5500,873,Senior Mgmt,71738,69762,0.5254,20.07,0.67,95,5,1
CUST-02701,Nimal Samaraweera,150000,3750000,3000000,72,18,6500,821,Senior Mgmt,85529,57971,0.6135,25.0,0.8,95,5,1
CUST-03312,Dasun De Silva,71000,2500000,1940000,36,14,26500,701,Private Sector,85444,-40944,1.5767,35.21,0.78,0,100,0
CUST-02891,Kavindu Peiris,86000,2150000,0,48,16,25000,633,Private Sector,60932,68,0.9992,25.0,0.0,0,100,0
CUST-01088,Tharindu Gunaratne,78000,600000,440000,48,18,41000,615,Self-Employed,17625,19375,0.7516,7.69,0.73,26,74,0
CUST-04963,Lakshan Gunasekara,103000,3100000,2570000,48,17,5500,774,Government,89451,8049,0.9219,30.1,0.83,31,69,0
CUST-03534,Dinesh Riaz,62000,600000,410000,24,17,18000,676,Private Sector,29665,14335,0.7688,9.68,0.68,27,73,1
CUST-03506,Lahiru Bandara,172000,6000000,9370000,72,17,75000,440,Self-Employed,133477,-36477,1.2121,34.88,1.56,0,100,0
CUST-02299,Chamara Peiris,248000,3700000,4890000,72,16,53500,787,Government,80260,114240,0.5394,14.92,1.32,95,5,1
CUST-00981,Priyantha Raghavan,50000,750000,0,48,17,16500,686,Private Sector,21641,11859,0.7628,15.0,0.0,22,78,0
CUST-01978,Manjula Dissanayake,84000,2950000,1810000,48,14,30500,559,Self-Employed,80613,-27113,1.3228,35.12,0.61,0,100,0
CUST-01070,Chaminda Dissanayake,64000,2250000,3070000,48,12,23000,635,Self-Employed,59251,-18251,1.2852,35.16,1.36,0,100,0
CUST-00398,Gayani Peiris,56000,550000,430000,24,12,20500,539,Self-Employed,25890,9610,0.8284,9.82,0.78,0,100,0
CUST-00477,Sachini Seneviratne,34000,500000,480000,48,12,0,756,Self-Employed,13167,20833,0.3873,14.71,0.96,57,43,1
CUST-04606,Udaya Kumar,384000,3050000,3580000,72,18,17500,741,Senior Mgmt,69564,296936,0.2267,7.94,1.17,95,5,1
CUST-00873,Ruwan Perera,243000,4850000,5160000,48,16,5000,716,Private Sector,137450,100550,0.5862,19.96,1.06,95,5,1
CUST-04664,Thilini Fernando,435000,2200000,0,60,12,83000,617,Private Sector,48938,303062,0.3033,5.06,0.0,87,13,1
CUST-02351,Sanduni Perera,187000,2250000,1540000,48,14,24500,750,Government,61485,101015,0.4598,12.03,0.68,95,5,1
CUST-03483,Mohamed Gunaratne,101000,2200000,2300000,48,18,3500,678,Government,64625,32875,0.6745,21.78,1.05,75,25,1
CUST-03727,Zainab Rajapaksa,81000,650000,0,36,12,9500,721,Private Sector,21589,49911,0.3838,8.02,0.0,80,20,1
CUST-04508,Thisara Wickramasinghe,108000,2700000,3750000,60,16,0,729,Government,65659,42341,0.608,25.0,1.39,91,9,1
CUST-00003,Pradeep Bandara,36000,1250000,1220000,36,16,9500,708,Government,43946,-17446,1.4846,34.72,0.98,0,100,0
CUST-03810,Nimal Herath,331000,1650000,0,60,17,59500,828,Private Sector,41007,230493,0.3036,4.98,0.0,95,5,1
CUST-04953,Thilini Rathnayake,788000,11800000,13050000,72,14,62500,749,Private Sector,243148,482352,0.3879,14.97,1.11,95,5,1
CUST-01187,Hasitha Jayasinghe,97000,2150000,1420000,36,15,17500,661,Private Sector,74530,4970,0.9488,22.16,0.66,0,100,0
CUST-01555,Thisara Amarasekara,238000,8350000,9850000,60,14,3500,578,Private Sector,194290,40210,0.8311,35.08,1.18,63,37,0
CUST-00002,Amal Peiris,204000,2450000,3080000,48,17,34500,620,Private Sector,70695,98805,0.5157,12.01,1.26,90,10,1
CUST-02937,Nirosha Fernando,186000,4100000,3440000,48,18,59500,590,Self-Employed,120437,6063,0.9674,22.04,0.84,0,100,0
CUST-03045,Nuwan Silva,190000,4200000,4100000,60,13,53000,769,Government,95563,41437,0.7819,22.11,0.98,86,14,1
CUST-00146,Roshan Wickramasinghe,44000,800000,0,36,14,3000,734,Government,27342,13658,0.6896,18.18,0.0,36,64,0
CUST-01526,Suresh Rathnayake,155000,5400000,8000000,48,17,4000,644,Private Sector,155817,-4817,1.0311,34.84,1.48,0,100,0
CUST-04012,Ishara Jayawardena,398000,11950000,13720000,84,17,16500,802,Private Sector,244208,137292,0.655,30.03,1.15,95,5,1
CUST-02086,Ravi Gunaratne,41000,750000,630000,48,13,11000,607,Senior Mgmt,20121,9879,0.759,18.29,0.84,20,80,0
CUST-01190,Lahiru Weerasinghe,112000,2250000,0,60,13,22000,559,Business Owner,51194,38806,0.6535,20.09,0.0,45,55,0
CUST-01883,Kasun Rathnayake,95000,3300000,0,60,13,28000,742,Government,75085,-8085,1.0851,34.74,0.0,0,100,0
CUST-01094,Dasun Liyanage,365000,1800000,2130000,48,13,121000,710,Self-Employed,48289,195711,0.4638,4.93,1.18,93,7,1
CUST-02371,Kavindu Wickramasinghe,248000,1250000,950000,36,17,36500,880,Government,44566,166934,0.3269,5.04,0.76,95,5,1
CUST-04907,Mohamed Hettiarachchi,159000,3500000,0,48,17,53500,652,Business Owner,100993,4507,0.9717,22.01,0.0,0,100,0
CUST-01194,Fathima Rajapaksa,178000,1800000,780000,60,18,53500,703,Private Sector,45708,78792,0.5573,10.11,0.43,90,10,1
CUST-01263,Manjula Liyanage,754000,13550000,16640000,84,15,12000,608,Private Sector,261471,480529,0.3627,17.97,1.23,95,5,1
CUST-00407,Hasitha Fernando,50000,1250000,1440000,48,17,23500,508,Self-Employed,36069,-9569,1.1914,25.0,1.15,0,100,0
CUST-03855,Shanika Karunaratne,114000,3400000,4730000,48,15,58500,421,Self-Employed,94625,-39125,1.3432,29.82,1.39,0,100,0
CUST-00135,Amal Weerasinghe,187000,3350000,0,72,17,27000,634,Government,74525,85475,0.5429,17.91,0.0,83,17,1
CUST-01519,Zainab Jayasinghe,77000,600000,0,36,15,21500,580,Senior Mgmt,20799,34701,0.5493,7.79,0.0,56,44,0
CUST-02483,Chaminda Dissanayake,153000,3800000,0,48,15,42500,776,Government,105757,4743,0.969,24.84,0.0,0,100,0
CUST-00108,Isuru Abeysekara,116000,1750000,1620000,48,15,33500,580,Government,48704,33796,0.7087,15.09,0.93,59,41,0
CUST-02604,Mahesh Munasinghe,644000,15000000,17720000,60,13,8500,596,Private Sector,341296,294204,0.5432,23.29,1.18,88,12,1
CUST-02072,Ruwan Silva,68000,550000,420000,36,18,5500,567,Self-Employed,19884,42616,0.3733,8.09,0.76,65,35,1
CUST-00205,Amal De Silva,540000,11900000,13180000,84,15,92000,875,Government,229631,218369,0.5956,22.04,1.11,95,5,1
CUST-01892,Ishara Abeysekara,53000,950000,1000000,24,18,27500,443,Self-Employed,47428,-21928,1.4137,17.92,1.05,0,100,0
CUST-01558,Chaminda Kumar,31000,1100000,640000,36,14,7500,549,Self-Employed,37595,-14095,1.4547,35.48,0.58,0,100,0
CUST-00309,Ravi Hettiarachchi,36000,700000,0,48,18,7000,654,Government,20562,8438,0.7656,19.44,0.0,18,82,0
CUST-04195,Gayani Munasinghe,244000,7300000,11650000,72,18,11000,747,Government,166497,66503,0.7274,29.92,1.6,94,6,1
CUST-00748,Sampath Karunaratne,175000,3500000,3870000,72,14,49500,609,Private Sector,72120,53380,0.695,20.0,1.11,80,20,1
CUST-03508,Isuru Karunaratne,160000,3500000,0,72,12,30000,652,Self-Employed,68426,61574,0.6152,21.88,0.0,63,37,1
CUST-02362,Isuru Peiris,188000,2800000,3130000,48,14,2000,706,Private Sector,76514,109486,0.4176,14.89,1.12,95,5,1
CUST-00486,Manjula Gunaratne,153000,4600000,2780000,60,14,49000,482,Self-Employed,107034,-3034,1.0198,30.07,0.6,0,100,0
CUST-00968,Chathura Gamage,124000,1850000,0,48,17,13500,709,Self-Employed,53382,57118,0.5394,14.92,0.0,70,30,1
CUST-02900,Ayesha Weerasinghe,493000,3950000,0,72,12,81500,672,Private Sector,77223,334277,0.322,8.01,0.0,91,9,1
CUST-02934,Thisara Ekanayake,161000,4850000,4680000,60,16,41500,712,Government,117943,1557,0.9903,30.12,0.96,0,100,0
CUST-01667,Mahesh Samaraweera,33000,150000,0,36,14,2000,835,Government,5127,25873,0.216,4.55,0.0,75,25,1
CUST-04283,Dilshan Seneviratne,138000,4150000,0,72,17,9500,634,Private Sector,92321,36179,0.7378,30.07,0.0,50,50,1
CUST-02863,Chaminda Jayasinghe,33000,650000,720000,36,12,9500,754,Private Sector,21589,1911,0.9421,19.7,1.11,0,100,0
CUST-01383,Buddhika Gunasekara,42000,1050000,860000,36,15,17000,388,Self-Employed,36399,-11399,1.2714,25.0,0.82,0,100,0
CUST-01384,Nipuni Jayasinghe,204000,4100000,4790000,72,18,2000,764,Government,93512,108488,0.4682,20.1,1.17,95,5,1
CUST-03710,Ruwan De Silva,31000,1100000,620000,36,15,8500,521,Private Sector,38132,-15632,1.5043,35.48,0.56,0,100,0
CUST-01350,Thisara Gunaratne,750000,15000000,0,60,13,212000,555,Self-Employed,341296,196704,0.7377,20.0,0.0,60,40,1
CUST-04291,Kavindu Gamage,189000,2850000,0,60,16,86000,512,Business Owner,69306,33694,0.8217,15.08,0.0,33,67,0
CUST-00852,Kasun Seneviratne,124000,2500000,0,48,14,51000,511,Private Sector,68316,4684,0.9622,20.16,0.0,0,100,0
CUST-01789,Mahesh Wickramasinghe,53000,550000,0,24,17,15500,648,Private Sector,27193,10307,0.8055,10.38,0.0,15,85,0
CUST-04284,Thisara Amarasekara,383000,11500000,12090000,72,15,121500,589,Senior Mgmt,243168,18332,0.9521,30.03,1.05,35,65,1
CUST-00820,Roshan Gunaratne,466000,14000000,0,84,18,110500,813,Senior Mgmt,294250,61250,0.8686,30.04,0.0,81,19,1
CUST-00044,Roshan Jayawardena,70000,850000,0,48,12,17000,735,Private Sector,22384,30616,0.5626,12.14,0.0,65,35,1
CUST-04146,Dinesh Abeysekara,483000,4850000,3110000,48,18,174500,714,Business Owner,142469,166031,0.6563,10.04,0.64,88,12,1
CUST-03556,Manjula Peiris,209000,3150000,2150000,72,18,48500,590,Self-Employed,71845,88655,0.5758,15.07,0.68,67,33,1
CUST-03171,Sampath Jayawardena,117000,1750000,0,48,13,49500,553,Private Sector,46948,20552,0.8243,14.96,0.0,27,73,1
CUST-03637,Mahesh Gamage,171000,3400000,3430000,48,18,38500,863,Government,99875,32625,0.8092,19.88,1.01,79,21,1
CUST-03852,Thisara Jayasinghe,216000,4750000,0,72,12,6000,733,Private Sector,92863,117137,0.4577,21.99,0.0,92,8,1
CUST-00502,Suresh Hettiarachchi,406000,8100000,11380000,60,13,168500,594,Business Owner,184300,53200,0.869,19.95,1.4,66,34,1
CUST-02961,Isuru De Silva,55000,550000,270000,24,14,12500,503,Self-Employed,26407,16093,0.7074,10.0,0.49,13,87,0
CUST-02445,Dinesh Liyanage,44000,1300000,0,60,16,14000,760,Private Sector,31613,-1613,1.0367,29.55,0.0,0,100,0
CUST-03734,Tharindu Munasinghe,305000,2450000,1490000,60,16,63000,742,Business Owner,59579,182421,0.4019,8.03,0.61,93,7,1
CUST-03551,Mahesh Mendis,59000,1300000,0,60,15,9500,577,Government,30927,18573,0.6852,22.03,0.0,33,67,0
CUST-03577,Chamara Gunasekara,779000,3900000,2840000,72,13,52000,731,Senior Mgmt,78289,648711,0.1673,5.01,0.73,95,5,1
CUST-02172,Mohamed Peiris,316000,7900000,9330000,84,13,139000,526,Self-Employed,143717,33283,0.8947,25.0,1.18,38,62,0
CUST-00496,Malith Peiris,287000,10050000,0,60,12,144000,714,Business Owner,223557,-80557,1.2807,35.02,0.0,0,100,0
CUST-02767,Dinesh Cassim,145000,2600000,2750000,60,15,9500,635,Business Owner,61854,73646,0.4921,17.93,1.06,81,19,1
CUST-04374,Ruwan Herath,67000,1350000,0,60,14,10500,581,Government,31412,25088,0.6256,20.15,0.0,47,53,1
CUST-00076,Sampath Perera,757000,7550000,11800000,84,12,254500,624,Private Sector,133278,369222,0.5123,9.97,1.56,95,5,1
CUST-00857,Mahesh Silva,640000,14100000,20820000,84,18,73000,807,Private Sector,296352,270648,0.5771,22.03,1.48,95,5,1
CUST-04376,Kavindu Raghavan,128000,3850000,3430000,60,15,29500,751,Government,91591,6909,0.946,30.08,0.89,23,77,0
CUST-03368,Dinesh Gunaratne,59000,300000,0,24,16,11500,697,Private Sector,14689,32811,0.4439,5.08,0.0,63,37,1
CUST-03371,Fathima Abeysekara,63000,950000,0,36,16,2500,742,Government,33399,27101,0.5698,15.08,0.0,63,37,1
CUST-01230,Dasun Cassim,78000,600000,0,24,16,14000,789,Private Sector,29378,34622,0.5561,7.69,0.0,69,31,1
CUST-02917,Dasun Riaz,410000,6150000,9360000,72,17,176500,615,Private Sector,136814,96686,0.7642,15.0,1.52,85,15,1
CUST-00120,Shanika Mendis,231000,5800000,0,48,14,47000,755,Government,158494,25506,0.8896,25.11,0.0,57,43,1
CUST-02995,Fathima Rathnayake,174000,1400000,0,36,17,42500,749,Self-Employed,49914,81586,0.5311,8.05,0.0,75,25,1
CUST-00718,Sanduni Gunaratne,65000,1950000,1640000,60,18,5500,766,Government,49517,9983,0.8464,30.0,0.84,31,69,0
CUST-04127,Kavindi Weerasinghe,43000,350000,0,48,18,15500,560,Private Sector,10281,17219,0.5996,8.14,0.0,30,70,0
CUST-04958,Mohamed Herath,131000,3950000,0,48,18,38500,613,Self-Employed,116031,-23531,1.1796,30.15,0.0,0,100,0
CUST-03685,Roshan Amarasekara,66000,350000,0,36,14,12500,652,Self-Employed,11962,41538,0.3706,5.3,0.0,66,34,1
CUST-02267,Tharindu Bandara,229000,5700000,8320000,48,16,90000,732,Private Sector,161540,-22540,1.0984,24.89,1.46,0,100,0
CUST-01322,Suresh Liyanage,347000,3450000,3050000,48,15,139500,490,Business Owner,96016,111484,0.6787,9.94,0.88,68,32,1
CUST-03224,Chaminda Samaraweera,378000,3800000,4330000,48,17,165000,733,Private Sector,109649,103351,0.7266,10.05,1.14,94,6,1
CUST-04923,Udaya Amarasekara,50000,1000000,540000,60,13,2500,663,Private Sector,22753,24747,0.5051,20.0,0.54,51,49,1
CUST-04449,Chaminda Seneviratne,178000,2150000,2630000,48,12,42000,728,Private Sector,56618,79382,0.554,12.08,1.22,95,5,1
CUST-03068,Ruwan Fernando,60000,1800000,1830000,60,14,4500,772,Government,41883,13617,0.7731,30.0,1.02,47,53,0
CUST-00635,Pradeep Kumar,224000,2700000,0,60,16,15500,716,Government,65659,142841,0.3623,12.05,0.0,95,5,1
CUST-00732,Hasitha Seneviratne,70000,1750000,0,36,14,23000,589,Private Sector,59811,-12811,1.183,25.0,0.0,0,100,0
CUST-00624,Hasitha Hettiarachchi,63000,2200000,1400000,48,14,6500,714,Government,60118,-3618,1.0574,34.92,0.64,0,100,0
CUST-00742,Shanika Samaraweera,217000,4750000,5760000,72,18,19000,826,Government,108337,89663,0.5868,21.89,1.21,95,5,1
CUST-04100,Nipuni Ekanayake,211000,4650000,0,72,12,52000,667,Government,90908,68092,0.6773,22.04,0.0,79,21,1
CUST-00311,Lakshan Silva,50000,400000,0,48,14,11500,722,Government,10931,27569,0.4486,8.0,0.0,65,35,1
CUST-03274,Roshan Gunasekara,189000,3800000,0,60,18,67500,824,Private Sector,96495,25005,0.8677,20.11,0.0,54,46,0
CUST-02784,Manjula Ekanayake,110000,2200000,0,36,18,23500,646,Business Owner,79535,6965,0.9367,20.0,0.0,0,100,0
CUST-03279,Pradeep Herath,149000,1500000,1250000,48,13,12000,659,Government,40241,96759,0.3506,10.07,0.83,95,5,1
CUST-00826,Manjula Fernando,50000,900000,1030000,36,17,6500,798,Government,32087,11413,0.7717,18.0,1.14,47,53,1
CUST-02505,Dinesh Kumar,48000,1700000,1860000,36,12,16500,728,Private Sector,56464,-24964,1.5201,35.42,1.09,0,100,0
CUST-02593,Hasitha Wickramasinghe,652000,7800000,12290000,72,17,91000,868,Senior Mgmt,173520,387480,0.4057,11.96,1.58,95,5,1
CUST-04816,Sanduni Rajapaksa,52000,800000,790000,48,17,3000,590,Private Sector,23084,25916,0.5016,15.38,0.99,52,48,1
CUST-00463,Thisara Peiris,157000,1550000,1550000,48,12,27000,786,Government,40817,89183,0.432,9.87,1.0,95,5,1
CUST-04403,Roshan Ekanayake,177000,2100000,2540000,36,18,50500,758,Self-Employed,75920,50580,0.7142,11.86,1.21,80,20,1
CUST-00098,Chamara Herath,207000,3100000,4110000,72,14,84500,514,Private Sector,63878,58622,0.7168,14.98,1.33,68,32,1
CUST-01804,Kavindu Peiris,434000,6500000,8130000,72,12,50500,637,Private Sector,127076,256424,0.4092,14.98,1.25,95,5,1
CUST-03055,Lakshan Seneviratne,67000,800000,0,48,17,12000,698,Self-Employed,23084,31916,0.5236,11.94,0.0,51,49,1
CUST-02896,Lakshan Weerasinghe,92000,750000,0,36,16,4000,589,Private Sector,26368,61632,0.3301,8.15,0.0,72,28,1
CUST-02916,Kavindu Perera,500000,11000000,10740000,72,15,193500,764,Private Sector,232595,73905,0.8522,22.0,0.98,82,18,0
CUST-03895,Buddhika Seneviratne,47000,1050000,500000,60,13,7500,613,Private Sector,23891,15609,0.6679,22.34,0.48,37,63,0
CUST-04240,Mahesh Peiris,163000,5700000,8490000,60,16,44500,697,Senior Mgmt,138613,-20113,1.1234,34.97,1.49,0,100,0
CUST-03170,Pradeep Gunasekara,225000,4500000,4160000,72,16,14500,753,Government,97613,112887,0.4983,20.0,0.92,95,5,1
CUST-00287,Mohamed Riaz,116000,1750000,1570000,36,17,44500,643,Private Sector,62392,9108,0.9215,15.09,0.9,13,87,1
CUST-02750,Dasun Hettiarachchi,231000,1850000,2190000,60,16,54500,755,Private Sector,44988,131512,0.4307,8.01,1.18,95,5,1
CUST-02930,Pradeep Jayasinghe,67000,1000000,550000,36,13,4000,644,Private Sector,33694,29306,0.5626,14.93,0.55,54,46,0
CUST-00073,Sanduni Jayawardena,125000,1500000,0,48,15,26500,701,Government,41746,56754,0.546,12.0,0.0,86,14,1
CUST-04416,Buddhika Raghavan,172000,5150000,5480000,72,17,58000,718,Private Sector,114568,-568,1.0033,29.94,1.06,0,100,0
CUST-00411,Buddhika Ekanayake,309000,7700000,8940000,84,16,18000,640,Government,152938,138062,0.5532,24.92,1.16,95,5,1
CUST-03284,Sachini Hettiarachchi,177000,1750000,0,36,17,43500,671,Private Sector,62392,71108,0.5983,9.89,0.0,76,24,1
CUST-03571,Gayani Gunasekara,553000,4400000,3240000,48,16,57000,779,Government,124697,371303,0.3286,7.96,0.74,95,5,1
